Zipcode,City,County,State,Country,Timezone
85705-1935,Tucson,Pima,AZ,US,US/Mountain
85705-9330,Tucson,Pima,AZ,US,US/Mountain
85710-7333,Tucson,Pima,AZ,US,US/Mountain
85711-3813,Tucson,Pima,AZ,US,US/Mountain
85711-5127,Tucson,Pima,AZ,US,US/Mountain
85712-5037,Tucson,Pima,AZ,US,US/Mountain
85719-1541,Tucson,Pima,AZ,US,US/Mountain
85742-8109,Tucson,Pima,AZ,US,US/Mountain
85745-9651,Tucson,Pima,AZ,US,US/Mountain
85748-1959,Tucson,Pima,AZ,US,US/Mountain
85756-3050,Tucson,Pima,AZ,US,US/Mountain
86301,Prescott,Yavapai,AZ,US,US/Mountain
87109-2307,Albuquerque,Bernalillo,NM,US,US/Mountain
87110,Albuquerque,Bernalillo,NM,US,US/Mountain
87111-6223,Albuquerque,Bernalillo,NM,US,US/Mountain
97108-9779,Beaver,Tillamook,OR,US,US/Mountain
79903-4508,El Paso,El Paso,TX,US,US/Mountain
79904-2120,El Paso,El Paso,TX,US,US/Mountain
79915-4810,El Paso,El Paso,TX,US,US/Mountain
79936-0602,El Paso,El Paso,TX,US,US/Mountain
80013-3649,Aurora,Arapahoe,CO,US,US/Mountain
80033-6702,Wheat Ridge,Jefferson,CO,US,US/Mountain
80205-4863,Denver,Denver,CO,US,US/Mountain
80206-1319,Denver,Denver,CO,US,US/Mountain
80218-1139,Denver,Denver,CO,US,US/Mountain
80222-7026,Denver,Arapahoe,CO,US,US/Mountain
80224-1317,Denver,Denver,CO,US,US/Mountain
80229-2934,Thornton,Adams,CO,US,US/Mountain
80231-3421,Denver,Arapahoe,CO,US,US/Mountain
80601-1606,Brighton,Adams,CO,US,US/Mountain
80904-2153,Colorado Springs,El Paso,CO,US,US/Mountain
80904-3948,Colorado Springs,El Paso,CO,US,US/Mountain
80906-2451,Colorado Springs,El Paso,CO,US,US/Mountain
80907-7423,Colorado Springs,El Paso,CO,US,US/Mountain
80909-1504,Colorado Springs,El Paso,CO,US,US/Mountain
81050-9767,La Junta,Otero,CO,US,US/Mountain
83672-5700,Weiser,Washington,ID,US,US/Mountain
